Info 0    [22:58:00.749] Starting TS Server
Info 1520 [23:34:51.292] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 308 structureChanged: false structureIsReused:: Completely Elapsed: 35.9193970002234ms
Info 1521 [23:34:51.292] Different program with same set of files
Info 1522 [23:34:51.637] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1523 [23:34:51.666] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 309 structureChanged: false structureIsReused:: Completely Elapsed: 28.101116001605988ms
Info 1524 [23:34:51.666] Different program with same set of files
Info 1525 [23:34:51.911] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1526 [23:34:51.939] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 310 structureChanged: false structureIsReused:: Completely Elapsed: 27.290551003068686ms
Info 1527 [23:34:51.939] Different program with same set of files
Info 1528 [23:34:52.192] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1529 [23:34:52.222] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 311 structureChanged: false structureIsReused:: Completely Elapsed: 29.3820569999516ms
Info 1530 [23:34:52.222] Different program with same set of files
Info 1531 [23:34:52.564] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1532 [23:34:52.590] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 312 structureChanged: false structureIsReused:: Completely Elapsed: 26.20813399925828ms
Info 1533 [23:34:52.590] Different program with same set of files
Info 1534 [23:34:52.841] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1535 [23:34:52.867] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 313 structureChanged: false structureIsReused:: Completely Elapsed: 26.15658399835229ms
Info 1536 [23:34:52.867] Different program with same set of files
Info 1537 [23:34:53.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1538 [23:34:53.141] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 314 structureChanged: false structureIsReused:: Completely Elapsed: 25.400169000029564ms
Info 1539 [23:34:53.141] Different program with same set of files
Info 1540 [23:34:53.487] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1541 [23:34:53.520] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 315 structureChanged: false structureIsReused:: Completely Elapsed: 32.893559999763966ms
Info 1542 [23:34:53.520] Different program with same set of files
Info 1543 [23:34:53.763] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1544 [23:34:53.790] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 316 structureChanged: false structureIsReused:: Completely Elapsed: 27.192740000784397ms
Info 1545 [23:34:53.791] Different program with same set of files
Info 1546 [23:34:54.040] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1547 [23:34:54.065] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 317 structureChanged: false structureIsReused:: Completely Elapsed: 24.95294400304556ms
Info 1548 [23:34:54.065] Different program with same set of files
Info 1549 [23:34:54.415] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1550 [23:34:54.440] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 318 structureChanged: false structureIsReused:: Completely Elapsed: 25.105680000036955ms
Info 1551 [23:34:54.440] Different program with same set of files
Info 1552 [23:34:54.690] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1553 [23:34:54.717] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 319 structureChanged: false structureIsReused:: Completely Elapsed: 26.251067999750376ms
Info 1554 [23:34:54.717] Different program with same set of files
Info 1555 [23:34:54.968] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1556 [23:34:54.993] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 320 structureChanged: false structureIsReused:: Completely Elapsed: 25.32949699833989ms
Info 1557 [23:34:54.993] Different program with same set of files
Info 1558 [23:34:55.342] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1559 [23:34:55.372] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 321 structureChanged: false structureIsReused:: Completely Elapsed: 29.446309000253677ms
Info 1560 [23:34:55.372] Different program with same set of files
Info 1561 [23:34:55.627] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1562 [23:34:55.664] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 322 structureChanged: false structureIsReused:: Completely Elapsed: 36.75220099836588ms
Info 1563 [23:34:55.664] Different program with same set of files
Info 1564 [23:34:55.900] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1565 [23:34:55.926] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 323 structureChanged: false structureIsReused:: Completely Elapsed: 25.66201299801469ms
Info 1566 [23:34:55.926] Different program with same set of files
Info 1567 [23:34:56.264] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1568 [23:34:56.290] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 324 structureChanged: false structureIsReused:: Completely Elapsed: 26.331743001937866ms
Info 1569 [23:34:56.290] Different program with same set of files
Info 1570 [23:34:56.539] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1571 [23:34:56.563] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 325 structureChanged: false structureIsReused:: Completely Elapsed: 24.337344001978636ms
Info 1572 [23:34:56.564] Different program with same set of files
Info 1573 [23:34:56.816] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1574 [23:34:56.842] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 326 structureChanged: false structureIsReused:: Completely Elapsed: 26.40343800187111ms
Info 1575 [23:34:56.842] Different program with same set of files
Info 1576 [23:34:57.203] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1577 [23:34:57.233] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 327 structureChanged: false structureIsReused:: Completely Elapsed: 30.10494700074196ms
Info 1578 [23:34:57.233] Different program with same set of files
Info 1579 [23:34:57.480] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1580 [23:34:57.507] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 328 structureChanged: false structureIsReused:: Completely Elapsed: 26.281573001295328ms
Info 1581 [23:34:57.507] Different program with same set of files
Info 1582 [23:34:57.765] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1583 [23:34:57.797] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 329 structureChanged: false structureIsReused:: Completely Elapsed: 31.257781997323036ms
Info 1584 [23:34:57.797] Different program with same set of files
Info 1585 [23:34:58.136] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1586 [23:34:58.171] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 330 structureChanged: false structureIsReused:: Completely Elapsed: 34.97018799930811ms
Info 1587 [23:34:58.171] Different program with same set of files
Info 1588 [23:34:58.411] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1589 [23:34:58.436] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 331 structureChanged: false structureIsReused:: Completely Elapsed: 25.35607600212097ms
Info 1590 [23:34:58.436] Different program with same set of files
Info 1591 [23:34:58.689] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1592 [23:34:58.716] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 332 structureChanged: false structureIsReused:: Completely Elapsed: 26.865109998732805ms
Info 1593 [23:34:58.716] Different program with same set of files
Info 1594 [23:34:59.067] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1595 [23:34:59.094] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 333 structureChanged: false structureIsReused:: Completely Elapsed: 26.488980997353792ms
Info 1596 [23:34:59.094] Different program with same set of files
Info 1597 [23:34:59.346] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1598 [23:34:59.380] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 334 structureChanged: false structureIsReused:: Completely Elapsed: 33.9288379997015ms
Info 1599 [23:34:59.380] Different program with same set of files
Info 1600 [23:34:59.619] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1601 [23:34:59.644] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 335 structureChanged: false structureIsReused:: Completely Elapsed: 25.52327499911189ms
Info 1602 [23:34:59.644] Different program with same set of files
Info 1603 [23:34:59.984] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1604 [23:35:00.014] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 336 structureChanged: false structureIsReused:: Completely Elapsed: 29.37815400213003ms
Info 1605 [23:35:00.014] Different program with same set of files
Info 1606 [23:35:00.267] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1607 [23:35:00.295] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 337 structureChanged: false structureIsReused:: Completely Elapsed: 28.01256299763918ms
Info 1608 [23:35:00.295] Different program with same set of files
Info 1609 [23:35:00.567] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1610 [23:35:00.612] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 338 structureChanged: false structureIsReused:: Completely Elapsed: 44.56343899667263ms
Info 1611 [23:35:00.612] Different program with same set of files
Info 1612 [23:35:00.990] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1613 [23:35:01.032] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 339 structureChanged: false structureIsReused:: Completely Elapsed: 41.477530002593994ms
Info 1614 [23:35:01.032] Different program with same set of files
Info 1615 [23:35:01.258] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1616 [23:35:01.285] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 340 structureChanged: false structureIsReused:: Completely Elapsed: 27.471269000321627ms
Info 1617 [23:35:01.285] Different program with same set of files
Info 1618 [23:35:01.539] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1619 [23:35:01.566] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 341 structureChanged: false structureIsReused:: Completely Elapsed: 26.369962997734547ms
Info 1620 [23:35:01.566] Different program with same set of files
Info 1621 [23:35:01.904] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1622 [23:35:01.932] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 342 structureChanged: false structureIsReused:: Completely Elapsed: 27.43801400065422ms
Info 1623 [23:35:01.932] Different program with same set of files
Info 1624 [23:35:02.177] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1625 [23:35:02.204] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 343 structureChanged: false structureIsReused:: Completely Elapsed: 26.371578000485897ms
Info 1626 [23:35:02.204] Different program with same set of files
Info 1627 [23:35:02.455] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1628 [23:35:02.481] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 344 structureChanged: false structureIsReused:: Completely Elapsed: 26.56869600340724ms
Info 1629 [23:35:02.481] Different program with same set of files
Info 1630 [23:35:02.827] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1631 [23:35:02.854] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 345 structureChanged: false structureIsReused:: Completely Elapsed: 27.59288500249386ms
Info 1632 [23:35:02.854] Different program with same set of files
Info 1633 [23:35:03.105] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1634 [23:35:03.133] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 346 structureChanged: false structureIsReused:: Completely Elapsed: 28.009581997990608ms
Info 1635 [23:35:03.133] Different program with same set of files
Info 1636 [23:35:03.378] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1637 [23:35:03.404] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 347 structureChanged: false structureIsReused:: Completely Elapsed: 26.123340997844934ms
Info 1638 [23:35:03.404] Different program with same set of files
Info 1639 [23:35:03.745] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1640 [23:35:03.771] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 348 structureChanged: false structureIsReused:: Completely Elapsed: 25.673103999346495ms
Info 1641 [23:35:03.771] Different program with same set of files
Info 1642 [23:35:04.024] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1643 [23:35:04.050] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 349 structureChanged: false structureIsReused:: Completely Elapsed: 26.053298000246286ms
Info 1644 [23:35:04.050] Different program with same set of files
Info 1645 [23:35:04.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1646 [23:35:04.335] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 350 structureChanged: false structureIsReused:: Completely Elapsed: 30.468953002244234ms
Info 1647 [23:35:04.335] Different program with same set of files
Info 1648 [23:35:04.727] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1649 [23:35:04.772] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 351 structureChanged: false structureIsReused:: Completely Elapsed: 44.56456699967384ms
Info 1650 [23:35:04.772] Different program with same set of files
Info 1651 [23:35:05.044] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1652 [23:35:05.079] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 352 structureChanged: false structureIsReused:: Completely Elapsed: 35.17334500327706ms
Info 1653 [23:35:05.079] Different program with same set of files
Info 1654 [23:35:05.311] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1655 [23:35:05.342] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 353 structureChanged: false structureIsReused:: Completely Elapsed: 31.451650999486446ms
Info 1656 [23:35:05.343] Different program with same set of files
Info 1657 [23:35:05.701] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1658 [23:35:05.731] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 354 structureChanged: false structureIsReused:: Completely Elapsed: 30.61564899981022ms
Info 1659 [23:35:05.732] Different program with same set of files
Info 1660 [23:35:05.993] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1661 [23:35:06.025] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 355 structureChanged: false structureIsReused:: Completely Elapsed: 32.791820999234915ms
Info 1662 [23:35:06.026] Different program with same set of files
Info 1663 [23:35:06.290] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1664 [23:35:06.340] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 356 structureChanged: false structureIsReused:: Completely Elapsed: 49.33888399973512ms
Info 1665 [23:35:06.340] Different program with same set of files
Info 1666 [23:35:06.670] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1667 [23:35:06.704] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 357 structureChanged: false structureIsReused:: Completely Elapsed: 34.76104800030589ms
Info 1668 [23:35:06.705] Different program with same set of files
Info 1669 [23:35:06.946] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1670 [23:35:06.983] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 358 structureChanged: false structureIsReused:: Completely Elapsed: 36.62930699810386ms
Info 1671 [23:35:06.983] Different program with same set of files
Info 1672 [23:35:07.222] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1673 [23:35:07.263] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 359 structureChanged: false structureIsReused:: Completely Elapsed: 40.17611700296402ms
Info 1674 [23:35:07.263] Different program with same set of files
Info 1675 [23:35:07.645] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1676 [23:35:07.674] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 360 structureChanged: false structureIsReused:: Completely Elapsed: 28.445445999503136ms
Info 1677 [23:35:07.674] Different program with same set of files
Info 1678 [23:35:07.920] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1679 [23:35:07.944] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 361 structureChanged: false structureIsReused:: Completely Elapsed: 24.094641998410225ms
Info 1680 [23:35:07.944] Different program with same set of files
Info 1681 [23:35:08.202] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1682 [23:35:08.238] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 362 structureChanged: false structureIsReused:: Completely Elapsed: 35.64458699896932ms
Info 1683 [23:35:08.238] Different program with same set of files
Info 1684 [23:35:08.584] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1685 [23:35:08.610] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 363 structureChanged: false structureIsReused:: Completely Elapsed: 26.46272499859333ms
Info 1686 [23:35:08.610] Different program with same set of files
Info 1687 [23:35:08.865] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1688 [23:35:08.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 364 structureChanged: false structureIsReused:: Completely Elapsed: 24.902641002088785ms
Info 1689 [23:35:08.890] Different program with same set of files
Info 1690 [23:35:09.137] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1691 [23:35:09.161] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 365 structureChanged: false structureIsReused:: Completely Elapsed: 24.80766599997878ms
Info 1692 [23:35:09.161] Different program with same set of files
Info 1693 [23:35:09.499] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1694 [23:35:09.523] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 366 structureChanged: false structureIsReused:: Completely Elapsed: 24.055853001773357ms
Info 1695 [23:35:09.523] Different program with same set of files
Info 1696 [23:35:09.776] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1697 [23:35:09.800] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 367 structureChanged: false structureIsReused:: Completely Elapsed: 23.78075199946761ms
Info 1698 [23:35:09.800] Different program with same set of files
Info 1699 [23:35:10.051] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1700 [23:35:10.076] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 368 structureChanged: false structureIsReused:: Completely Elapsed: 24.88782599940896ms
Info 1701 [23:35:10.076] Different program with same set of files
Info 1702 [23:35:10.465] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1703 [23:35:10.498] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 369 structureChanged: false structureIsReused:: Completely Elapsed: 32.135995000600815ms
Info 1704 [23:35:10.498] Different program with same set of files
Info 1705 [23:35:10.742] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1706 [23:35:10.768] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 370 structureChanged: false structureIsReused:: Completely Elapsed: 26.288170002400875ms
Info 1707 [23:35:10.768] Different program with same set of files
Info 1708 [23:35:11.019] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1709 [23:35:11.054] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 371 structureChanged: false structureIsReused:: Completely Elapsed: 34.720903001725674ms
Info 1710 [23:35:11.054] Different program with same set of files
Info 1711 [23:35:11.390] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1712 [23:35:11.415] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 372 structureChanged: false structureIsReused:: Completely Elapsed: 25.39131500199437ms
Info 1713 [23:35:11.415] Different program with same set of files
Info 1714 [23:35:11.672] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1715 [23:35:11.714] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 373 structureChanged: false structureIsReused:: Completely Elapsed: 42.01996900141239ms
Info 1716 [23:35:11.714] Different program with same set of files
Info 1717 [23:35:11.945] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1718 [23:35:11.971] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 374 structureChanged: false structureIsReused:: Completely Elapsed: 26.30383000150323ms
Info 1719 [23:35:11.971] Different program with same set of files
Info 1720 [23:35:12.323] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1721 [23:35:12.352] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 375 structureChanged: false structureIsReused:: Completely Elapsed: 28.895953997969627ms
Info 1722 [23:35:12.352] Different program with same set of files
Info 1723 [23:35:12.602] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1724 [23:35:12.634] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 376 structureChanged: false structureIsReused:: Completely Elapsed: 31.588796999305487ms
Info 1725 [23:35:12.634] Different program with same set of files
Info 1726 [23:35:12.877] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1727 [23:35:12.902] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 377 structureChanged: false structureIsReused:: Completely Elapsed: 25.486810997128487ms
Info 1728 [23:35:12.902] Different program with same set of files
Info 1729 [23:35:13.240] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1730 [23:35:13.265] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 378 structureChanged: false structureIsReused:: Completely Elapsed: 25.170376997441053ms
Info 1731 [23:35:13.265] Different program with same set of files
Info 1732 [23:35:13.518] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1733 [23:35:13.550] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 379 structureChanged: false structureIsReused:: Completely Elapsed: 31.952235002070665ms
Info 1734 [23:35:13.550] Different program with same set of files
Info 1735 [23:35:13.796] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1736 [23:35:13.821] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 380 structureChanged: false structureIsReused:: Completely Elapsed: 25.737970001995564ms
Info 1737 [23:35:13.821] Different program with same set of files
Info 1738 [23:35:14.165] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1739 [23:35:14.190] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 381 structureChanged: false structureIsReused:: Completely Elapsed: 24.457812000066042ms
Info 1740 [23:35:14.190] Different program with same set of files
Info 1741 [23:35:14.439] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1742 [23:35:14.463] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 382 structureChanged: false structureIsReused:: Completely Elapsed: 24.133037000894547ms
Info 1743 [23:35:14.463] Different program with same set of files
Info 1744 [23:35:14.716] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1745 [23:35:14.747] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 383 structureChanged: false structureIsReused:: Completely Elapsed: 31.39249799773097ms
Info 1746 [23:35:14.747] Different program with same set of files
Info 1747 [23:35:15.085] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1748 [23:35:15.111] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 384 structureChanged: false structureIsReused:: Completely Elapsed: 25.186463002115488ms
Info 1749 [23:35:15.111] Different program with same set of files
Info 1750 [23:35:15.361] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1751 [23:35:15.388] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 385 structureChanged: false structureIsReused:: Completely Elapsed: 27.121582001447678ms
Info 1752 [23:35:15.389] Different program with same set of files
Info 1753 [23:35:15.638] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1754 [23:35:15.665] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 386 structureChanged: false structureIsReused:: Completely Elapsed: 26.15649899840355ms
Info 1755 [23:35:15.665] Different program with same set of files
Info 1756 [23:35:16.005] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1757 [23:35:16.031] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 387 structureChanged: false structureIsReused:: Completely Elapsed: 25.95166800171137ms
Info 1758 [23:35:16.031] Different program with same set of files
Info 1759 [23:35:16.191] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1760 [23:35:16.217] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 388 structureChanged: false structureIsReused:: Completely Elapsed: 25.391452997922897ms
Info 1761 [23:35:16.217] Different program with same set of files
Info 1762 [23:35:16.466] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1763 [23:35:16.492] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 389 structureChanged: false structureIsReused:: Completely Elapsed: 25.43546700105071ms
Info 1764 [23:35:16.492] Different program with same set of files
Info 1765 [23:35:16.835] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1766 [23:35:16.862] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 390 structureChanged: false structureIsReused:: Completely Elapsed: 26.932023998349905ms
Info 1767 [23:35:16.862] Different program with same set of files
Info 1768 [23:35:17.118] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1769 [23:35:17.147] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 391 structureChanged: false structureIsReused:: Completely Elapsed: 28.978221997618675ms
Info 1770 [23:35:17.147] Different program with same set of files
Info 1771 [23:35:17.395] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1772 [23:35:17.421] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 392 structureChanged: false structureIsReused:: Completely Elapsed: 25.957924000918865ms
Info 1773 [23:35:17.421] Different program with same set of files
Info 1774 [23:35:17.765] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1775 [23:35:17.809] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 393 structureChanged: false structureIsReused:: Completely Elapsed: 44.11542699858546ms
Info 1776 [23:35:17.809] Different program with same set of files
Info 1777 [23:35:18.040] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1778 [23:35:18.067] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 394 structureChanged: false structureIsReused:: Completely Elapsed: 27.298186998814344ms
Info 1779 [23:35:18.067] Different program with same set of files
Info 1780 [23:35:18.315] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1781 [23:35:18.340] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 395 structureChanged: false structureIsReused:: Completely Elapsed: 24.786407999694347ms
Info 1782 [23:35:18.340] Different program with same set of files
Info 1783 [23:35:18.677] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1784 [23:35:18.704] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 396 structureChanged: false structureIsReused:: Completely Elapsed: 26.216063000261784ms
Info 1785 [23:35:18.704] Different program with same set of files
Info 1786 [23:35:18.956] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1787 [23:35:18.981] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 397 structureChanged: false structureIsReused:: Completely Elapsed: 25.35062300041318ms
Info 1788 [23:35:18.982] Different program with same set of files
Info 1789 [23:35:19.242] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1790 [23:35:19.275] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 398 structureChanged: false structureIsReused:: Completely Elapsed: 33.14435699954629ms
Info 1791 [23:35:19.275] Different program with same set of files
Info 1792 [23:35:19.600] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
